n.,data,estado,país,atualizado_em,confirmados,mortes,recuperados
252718,2021-03-20,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,788704.0,16814.0,736605.0
252719,2021-03-20,Rio de Janeiro,Brazil,2021-04-02 15:13:53,619228.0,35017.0,576730.0
252722,2021-03-20,Rondonia,Brazil,2021-04-02 15:13:53,174047.0,3642.0,150931.0
252723,2021-03-20,Roraima,Brazil,2021-04-02 15:13:53,87354.0,1281.0,80125.0
252741,2021-03-20,Santa Catarina,Brazil,2021-04-02 15:13:53,761196.0,9471.0,707004.0
252743,2021-03-20,Sao Paulo,Brazil,2021-04-02 15:13:53,2298061.0,67414.0,1977901.0
252749,2021-03-20,Sergipe,Brazil,2021-04-02 15:13:53,164590.0,3257.0,151724.0
252793,2021-03-20,Tocantins,Brazil,2021-04-02 15:13:53,131765.0,1791.0,112441.0
253053,2021-03-21,Acre,Brazil,2021-04-02 15:13:53,65446.0,1181.0,52470.0
253059,2021-03-21,Alagoas,Brazil,2021-04-02 15:13:53,147459.0,3338.0,138193.0
253064,2021-03-21,Amapa,Brazil,2021-04-02 15:13:53,92010.0,1222.0,70558.0
253065,2021-03-21,Amazonas,Brazil,2021-04-02 15:13:53,338743.0,11791.0,286476.0
253100,2021-03-21,Bahia,Brazil,2021-04-02 15:13:53,768832.0,14099.0,735181.0
253143,2021-03-21,Ceara,Brazil,2021-04-02 15:13:53,498400.0,12870.0,347877.0
253180,2021-03-21,Distrito Federal,Brazil,2021-04-02 15:13:53,328902.0,5382.0,303951.0
253189,2021-03-21,Espirito Santo,Brazil,2021-04-02 15:13:53,359172.0,6926.0,335199.0
253213,2021-03-21,Goias,Brazil,2021-04-02 15:13:53,451932.0,10339.0,428439.0
253347,2021-03-21,Maranhao,Brazil,2021-04-02 15:13:53,234143.0,5690.0,213158.0
253353,2021-03-21,Mato Grosso,Brazil,2021-04-02 15:13:53,285016.0,6694.0,263014.0
253354,2021-03-21,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,202168.0,3826.0,185089.0
253366,2021-03-21,Minas Gerais,Brazil,2021-04-02 15:13:53,1033562.0,22007.0,923558.0
253446,2021-03-21,Para,Brazil,2021-04-02 15:13:53,397224.0,9796.0,370659.0
253447,2021-03-21,Paraiba,Brazil,2021-04-02 15:13:53,246382.0,5243.0,174980.0
253448,2021-03-21,Parana,Brazil,2021-04-02 15:13:53,796589.0,14893.0,564305.0
253453,2021-03-21,Pernambuco,Brazil,2021-04-02 15:13:53,330649.0,11661.0,278825.0
253454,2021-03-21,Piaui,Brazil,2021-04-02 15:13:53,192786.0,3802.0,187815.0
253482,2021-03-21,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,183907.0,4145.0,133092.0
253483,2021-03-21,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,791219.0,16869.0,736605.0
253484,2021-03-21,Rio de Janeiro,Brazil,2021-04-02 15:13:53,621991.0,35131.0,576730.0
253487,2021-03-21,Rondonia,Brazil,2021-04-02 15:13:53,175187.0,3677.0,150931.0
253488,2021-03-21,Roraima,Brazil,2021-04-02 15:13:53,87554.0,1281.0,80125.0
253506,2021-03-21,Santa Catarina,Brazil,2021-04-02 15:13:53,764299.0,9539.0,707004.0
253508,2021-03-21,Sao Paulo,Brazil,2021-04-02 15:13:53,2306326.0,67558.0,2001058.0
253514,2021-03-21,Sergipe,Brazil,2021-04-02 15:13:53,165916.0,3276.0,151724.0
253558,2021-03-21,Tocantins,Brazil,2021-04-02 15:13:53,132419.0,1806.0,112441.0
253818,2021-03-22,Acre,Brazil,2021-04-02 15:13:53,65959.0,1190.0,52908.0
253824,2021-03-22,Alagoas,Brazil,2021-04-02 15:13:53,147882.0,3358.0,139939.0
253829,2021-03-22,Amapa,Brazil,2021-04-02 15:13:53,92462.0,1233.0,70762.0
253830,2021-03-22,Amazonas,Brazil,2021-04-02 15:13:53,339510.0,11818.0,289676.0
253865,2021-03-22,Bahia,Brazil,2021-04-02 15:13:53,770430.0,14224.0,740434.0
253908,2021-03-22,Ceara,Brazil,2021-04-02 15:13:53,511019.0,12870.0,353918.0
253945,2021-03-22,Distrito Federal,Brazil,2021-04-02 15:13:53,330756.0,5441.0,307272.0
253954,2021-03-22,Espirito Santo,Brazil,2021-04-02 15:13:53,361422.0,6981.0,336930.0
253978,2021-03-22,Goias,Brazil,2021-04-02 15:13:53,453460.0,10411.0,433228.0
254112,2021-03-22,Maranhao,Brazil,2021-04-02 15:13:53,234635.0,5720.0,214725.0
254118,2021-03-22,Mato Grosso,Brazil,2021-04-02 15:13:53,287216.0,6792.0,265585.0
254119,2021-03-22,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,202831.0,3854.0,186654.0
254131,2021-03-22,Minas Gerais,Brazil,2021-04-02 15:13:53,1036301.0,22055.0,933999.0
254211,2021-03-22,Para,Brazil,2021-04-02 15:13:53,397829.0,9837.0,372661.0
254212,2021-03-22,Paraiba,Brazil,2021-04-02 15:13:53,247312.0,5272.0,176557.0
254213,2021-03-22,Parana,Brazil,2021-04-02 15:13:53,799813.0,14969.0,567040.0
254218,2021-03-22,Pernambuco,Brazil,2021-04-02 15:13:53,331326.0,11698.0,282285.0
254219,2021-03-22,Piaui,Brazil,2021-04-02 15:13:53,193411.0,3817.0,188527.0
254247,2021-03-22,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,185208.0,4168.0,138506.0
254248,2021-03-22,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,793008.0,17157.0,745589.0
254249,2021-03-22,Rio de Janeiro,Brazil,2021-04-02 15:13:53,623460.0,35180.0,580583.0
254252,2021-03-22,Rondonia,Brazil,2021-04-02 15:13:53,176207.0,3727.0,153228.0
254253,2021-03-22,Roraima,Brazil,2021-04-02 15:13:53,87649.0,1281.0,81632.0
254271,2021-03-22,Santa Catarina,Brazil,2021-04-02 15:13:53,767652.0,9651.0,720386.0
254273,2021-03-22,Sao Paulo,Brazil,2021-04-02 15:13:53,2311101.0,67602.0,2013250.0
254279,2021-03-22,Sergipe,Brazil,2021-04-02 15:13:53,166617.0,3298.0,151871.0
254323,2021-03-22,Tocantins,Brazil,2021-04-02 15:13:53,133050.0,1821.0,113450.0
254583,2021-03-23,Acre,Brazil,2021-04-02 15:13:53,66290.0,1201.0,53030.0
254589,2021-03-23,Alagoas,Brazil,2021-04-02 15:13:53,148422.0,3378.0,140287.0
254594,2021-03-23,Amapa,Brazil,2021-04-02 15:13:53,93111.0,1243.0,70828.0
254595,2021-03-23,Amazonas,Brazil,2021-04-02 15:13:53,340785.0,11836.0,290051.0
254630,2021-03-23,Bahia,Brazil,2021-04-02 15:13:53,774491.0,14357.0,744732.0
254673,2021-03-23,Ceara,Brazil,2021-04-02 15:13:53,511170.0,13048.0,358886.0
254710,2021-03-23,Distrito Federal,Brazil,2021-04-02 15:13:53,332153.0,5503.0,308446.0
254719,2021-03-23,Espirito Santo,Brazil,2021-04-02 15:13:53,363685.0,7044.0,339150.0
254743,2021-03-23,Goias,Brazil,2021-04-02 15:13:53,457483.0,10583.0,437890.0
254877,2021-03-23,Maranhao,Brazil,2021-04-02 15:13:53,235646.0,5759.0,215142.0
254883,2021-03-23,Mato Grosso,Brazil,2021-04-02 15:13:53,289617.0,6878.0,268055.0
254884,2021-03-23,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,204096.0,3895.0,187283.0
254896,2021-03-23,Minas Gerais,Brazil,2021-04-02 15:13:53,1040198.0,22123.0,940404.0
254976,2021-03-23,Para,Brazil,2021-04-02 15:13:53,400523.0,9899.0,374689.0
254977,2021-03-23,Paraiba,Brazil,2021-04-02 15:13:53,248452.0,5313.0,177591.0
254978,2021-03-23,Parana,Brazil,2021-04-02 15:13:53,807157.0,15281.0,571242.0
254983,2021-03-23,Pernambuco,Brazil,2021-04-02 15:13:53,333498.0,11762.0,282616.0
254984,2021-03-23,Piaui,Brazil,2021-04-02 15:13:53,194359.0,3851.0,189251.0
255012,2021-03-23,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,186841.0,4209.0,138506.0
255013,2021-03-23,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,801499.0,17499.0,753739.0
255014,2021-03-23,Rio de Janeiro,Brazil,2021-04-02 15:13:53,626661.0,35331.0,583243.0
255017,2021-03-23,Rondonia,Brazil,2021-04-02 15:13:53,177652.0,3777.0,153228.0
255018,2021-03-23,Roraima,Brazil,2021-04-02 15:13:53,87866.0,1290.0,81632.0
255036,2021-03-23,Santa Catarina,Brazil,2021-04-02 15:13:53,774409.0,9833.0,726073.0
255038,2021-03-23,Sao Paulo,Brazil,2021-04-02 15:13:53,2332043.0,68623.0,2013250.0
255044,2021-03-23,Sergipe,Brazil,2021-04-02 15:13:53,167736.0,3322.0,151871.0
255088,2021-03-23,Tocantins,Brazil,2021-04-02 15:13:53,134176.0,1838.0,114046.0
255348,2021-03-24,Acre,Brazil,2021-04-02 15:13:53,66744.0,1210.0,53178.0
255354,2021-03-24,Alagoas,Brazil,2021-04-02 15:13:53,148996.0,3398.0,140673.0
255359,2021-03-24,Amapa,Brazil,2021-04-02 15:13:53,93689.0,1253.0,71025.0
255360,2021-03-24,Amazonas,Brazil,2021-04-02 15:13:53,341968.0,11860.0,290051.0
255395,2021-03-24,Bahia,Brazil,2021-04-02 15:13:53,779321.0,14492.0,748687.0
255438,2021-03-24,Ceara,Brazil,2021-04-02 15:13:53,511170.0,13048.0,361354.0
255475,2021-03-24,Distrito Federal,Brazil,2021-04-02 15:13:53,333348.0,5553.0,312055.0
255484,2021-03-24,Espirito Santo,Brazil,2021-04-02 15:13:53,365877.0,7108.0,340585.0
255508,2021-03-24,Goias,Brazil,2021-04-02 15:13:53,462740.0,10599.0,440730.0
255642,2021-03-24,Maranhao,Brazil,2021-04-02 15:13:53,236832.0,5798.0,215142.0
255648,2021-03-24,Mato Grosso,Brazil,2021-04-02 15:13:53,292638.0,6964.0,270228.0
255649,2021-03-24,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,205712.0,3915.0,187815.0
255661,2021-03-24,Minas Gerais,Brazil,2021-04-02 15:13:53,1053994.0,22497.0,950942.0
255741,2021-03-24,Para,Brazil,2021-04-02 15:13:53,403353.0,9971.0,377069.0
255742,2021-03-24,Paraiba,Brazil,2021-04-02 15:13:53,249606.0,5354.0,177812.0
255743,2021-03-24,Parana,Brazil,2021-04-02 15:13:53,812719.0,15454.0,571242.0
255748,2021-03-24,Pernambuco,Brazil,2021-04-02 15:13:53,336236.0,11807.0,286781.0
255749,2021-03-24,Piaui,Brazil,2021-04-02 15:13:53,196010.0,3870.0,191921.0
255777,2021-03-24,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,188428.0,4249.0,138506.0
255778,2021-03-24,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,809039.0,17748.0,761706.0
255779,2021-03-24,Rio de Janeiro,Brazil,2021-04-02 15:13:53,629553.0,35373.0,585590.0
255782,2021-03-24,Rondonia,Brazil,2021-04-02 15:13:53,179178.0,3831.0,153228.0
255783,2021-03-24,Roraima,Brazil,2021-04-02 15:13:53,88157.0,1301.0,82300.0
255801,2021-03-24,Santa Catarina,Brazil,2021-04-02 15:13:53,778711.0,9921.0,736209.0
255803,2021-03-24,Sao Paulo,Brazil,2021-04-02 15:13:53,2352438.0,68904.0,2038783.0
255809,2021-03-24,Sergipe,Brazil,2021-04-02 15:13:53,168536.0,3347.0,151871.0
255853,2021-03-24,Tocantins,Brazil,2021-04-02 15:13:53,135018.0,1860.0,114648.0
256113,2021-03-25,Acre,Brazil,2021-04-02 15:13:53,67292.0,1217.0,53296.0
256119,2021-03-25,Alagoas,Brazil,2021-04-02 15:13:53,149697.0,3421.0,141359.0
256124,2021-03-25,Amapa,Brazil,2021-04-02 15:13:53,94285.0,1258.0,71577.0
256125,2021-03-25,Amazonas,Brazil,2021-04-02 15:13:53,343133.0,11893.0,290051.0
256160,2021-03-25,Bahia,Brazil,2021-04-02 15:13:53,783558.0,14631.0,752934.0
256203,2021-03-25,Ceara,Brazil,2021-04-02 15:13:53,516556.0,13313.0,363882.0
256240,2021-03-25,Distrito Federal,Brazil,2021-04-02 15:13:53,335153.0,5610.0,313620.0
256249,2021-03-25,Espirito Santo,Brazil,2021-04-02 15:13:53,368402.0,7161.0,342673.0
256273,2021-03-25,Goias,Brazil,2021-04-02 15:13:53,467251.0,10743.0,445441.0
256407,2021-03-25,Maranhao,Brazil,2021-04-02 15:13:53,238042.0,5837.0,215142.0
256413,2021-03-25,Mato Grosso,Brazil,2021-04-02 15:13:53,295805.0,7039.0,272315.0
256414,2021-03-25,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,206968.0,3975.0,189163.0
256426,2021-03-25,Minas Gerais,Brazil,2021-04-02 15:13:53,1067919.0,22571.0,962734.0
256506,2021-03-25,Para,Brazil,2021-04-02 15:13:53,406050.0,10011.0,379294.0
256507,2021-03-25,Paraiba,Brazil,2021-04-02 15:13:53,251278.0,5404.0,180125.0
256508,2021-03-25,Parana,Brazil,2021-04-02 15:13:53,824049.0,15750.0,577548.0
256513,2021-03-25,Pernambuco,Brazil,2021-04-02 15:13:53,339022.0,11853.0,286781.0
256514,2021-03-25,Piaui,Brazil,2021-04-02 15:13:53,197159.0,3919.0,193397.0
256542,2021-03-25,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,189479.0,4309.0,138506.0
256543,2021-03-25,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,815172.0,17941.0,768587.0
256544,2021-03-25,Rio de Janeiro,Brazil,2021-04-02 15:13:53,632533.0,35563.0,588394.0
256547,2021-03-25,Rondonia,Brazil,2021-04-02 15:13:53,180348.0,3876.0,153228.0
256548,2021-03-25,Roraima,Brazil,2021-04-02 15:13:53,88458.0,1303.0,82300.0
256566,2021-03-25,Santa Catarina,Brazil,2021-04-02 15:13:53,786197.0,10108.0,736209.0
256568,2021-03-25,Sao Paulo,Brazil,2021-04-02 15:13:53,2370885.0,69503.0,2038783.0
256574,2021-03-25,Sergipe,Brazil,2021-04-02 15:13:53,169458.0,3368.0,155880.0
256618,2021-03-25,Tocantins,Brazil,2021-04-02 15:13:53,136020.0,1885.0,115280.0
256878,2021-03-26,Acre,Brazil,2021-04-02 15:13:53,67777.0,1224.0,53508.0
256884,2021-03-26,Alagoas,Brazil,2021-04-02 15:13:53,150366.0,3444.0,142113.0
256889,2021-03-26,Amapa,Brazil,2021-04-02 15:13:53,94967.0,1265.0,71617.0
256890,2021-03-26,Amazonas,Brazil,2021-04-02 15:13:53,344224.0,11917.0,294147.0
256925,2021-03-26,Bahia,Brazil,2021-04-02 15:13:53,788296.0,14786.0,756849.0
256968,2021-03-26,Ceara,Brazil,2021-04-02 15:13:53,516556.0,13313.0,363882.0
257005,2021-03-26,Distrito Federal,Brazil,2021-04-02 15:13:53,337294.0,5674.0,315384.0
257014,2021-03-26,Espirito Santo,Brazil,2021-04-02 15:13:53,370110.0,7214.0,344348.0
257038,2021-03-26,Goias,Brazil,2021-04-02 15:13:53,471911.0,10951.0,448484.0
257172,2021-03-26,Maranhao,Brazil,2021-04-02 15:13:53,239077.0,5876.0,218424.0
257178,2021-03-26,Mato Grosso,Brazil,2021-04-02 15:13:53,298317.0,7130.0,274632.0
257179,2021-03-26,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,208495.0,4045.0,190322.0
257191,2021-03-26,Minas Gerais,Brazil,2021-04-02 15:13:53,1081981.0,22887.0,966769.0
257271,2021-03-26,Para,Brazil,2021-04-02 15:13:53,408924.0,10111.0,381910.0
257272,2021-03-26,Paraiba,Brazil,2021-04-02 15:13:53,252889.0,5452.0,182404.0
257273,2021-03-26,Parana,Brazil,2021-04-02 15:13:53,828749.0,15939.0,582881.0
257278,2021-03-26,Pernambuco,Brazil,2021-04-02 15:13:53,341249.0,11915.0,289968.0
257279,2021-03-26,Piaui,Brazil,2021-04-02 15:13:53,198664.0,3950.0,193397.0
257307,2021-03-26,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,191752.0,4354.0,142776.0
257308,2021-03-26,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,816275.0,18349.0,772696.0
257309,2021-03-26,Rio de Janeiro,Brazil,2021-04-02 15:13:53,635712.0,35758.0,590964.0
257312,2021-03-26,Rondonia,Brazil,2021-04-02 15:13:53,181845.0,3925.0,158818.0
257313,2021-03-26,Roraima,Brazil,2021-04-02 15:13:53,88707.0,1318.0,82300.0
257331,2021-03-26,Santa Catarina,Brazil,2021-04-02 15:13:53,790362.0,10318.0,748892.0
257333,2021-03-26,Sao Paulo,Brazil,2021-04-02 15:13:53,2392374.0,70696.0,2047266.0
257339,2021-03-26,Sergipe,Brazil,2021-04-02 15:13:53,170413.0,3389.0,156175.0
257383,2021-03-26,Tocantins,Brazil,2021-04-02 15:13:53,137128.0,1912.0,115866.0
257643,2021-03-27,Acre,Brazil,2021-04-02 15:13:53,68575.0,1229.0,53940.0
257649,2021-03-27,Alagoas,Brazil,2021-04-02 15:13:53,151090.0,3467.0,142885.0
257654,2021-03-27,Amapa,Brazil,2021-04-02 15:13:53,95400.0,1268.0,71617.0
257655,2021-03-27,Amazonas,Brazil,2021-04-02 15:13:53,345336.0,11939.0,294147.0
257690,2021-03-27,Bahia,Brazil,2021-04-02 15:13:53,791481.0,14886.0,760511.0
257733,2021-03-27,Ceara,Brazil,2021-04-02 15:13:53,522173.0,13508.0,369351.0
257770,2021-03-27,Distrito Federal,Brazil,2021-04-02 15:13:53,338930.0,5717.0,315384.0
257779,2021-03-27,Espirito Santo,Brazil,2021-04-02 15:13:53,372604.0,7248.0,345112.0
257803,2021-03-27,Goias,Brazil,2021-04-02 15:13:53,474381.0,11085.0,450243.0
257937,2021-03-27,Maranhao,Brazil,2021-04-02 15:13:53,239716.0,5910.0,218424.0
257943,2021-03-27,Mato Grosso,Brazil,2021-04-02 15:13:53,299702.0,7177.0,276268.0
257944,2021-03-27,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,210002.0,4078.0,191576.0
257956,2021-03-27,Minas Gerais,Brazil,2021-04-02 15:13:53,1093539.0,23366.0,976407.0
258036,2021-03-27,Para,Brazil,2021-04-02 15:13:53,411363.0,10192.0,383020.0
258037,2021-03-27,Paraiba,Brazil,2021-04-02 15:13:53,254299.0,5509.0,182680.0
258038,2021-03-27,Parana,Brazil,2021-04-02 15:13:53,833786.0,16124.0,582881.0
258043,2021-03-27,Pernambuco,Brazil,2021-04-02 15:13:53,343406.0,11975.0,291303.0
258044,2021-03-27,Piaui,Brazil,2021-04-02 15:13:53,200285.0,3967.0,196189.0
258072,2021-03-27,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,191771.0,4394.0,142776.0
258073,2021-03-27,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,828397.0,18680.0,783040.0
258074,2021-03-27,Rio de Janeiro,Brazil,2021-04-02 15:13:53,638481.0,36026.0,593593.0
258077,2021-03-27,Rondonia,Brazil,2021-04-02 15:13:53,182844.0,3966.0,158818.0
258078,2021-03-27,Roraima,Brazil,2021-04-02 15:13:53,88980.0,1320.0,82300.0
258096,2021-03-27,Santa Catarina,Brazil,2021-04-02 15:13:53,793856.0,10419.0,748892.0
258098,2021-03-27,Sao Paulo,Brazil,2021-04-02 15:13:53,2410498.0,71747.0,2062273.0
258104,2021-03-27,Sergipe,Brazil,2021-04-02 15:13:53,171261.0,3411.0,156175.0
258148,2021-03-27,Tocantins,Brazil,2021-04-02 15:13:53,138206.0,1942.0,118577.0
258408,2021-03-28,Acre,Brazil,2021-04-02 15:13:53,68742.0,1234.0,53940.0
258414,2021-03-28,Alagoas,Brazil,2021-04-02 15:13:53,151824.0,3489.0,143777.0
258419,2021-03-28,Amapa,Brazil,2021-04-02 15:13:53,95649.0,1268.0,71718.0
258420,2021-03-28,Amazonas,Brazil,2021-04-02 15:13:53,345810.0,11952.0,294147.0
258455,2021-03-28,Bahia,Brazil,2021-04-02 15:13:53,794437.0,14960.0,763504.0
258498,2021-03-28,Ceara,Brazil,2021-04-02 15:13:53,524428.0,13580.0,372131.0
258535,2021-03-28,Distrito Federal,Brazil,2021-04-02 15:13:53,340166.0,5757.0,318811.0
258544,2021-03-28,Espirito Santo,Brazil,2021-04-02 15:13:53,374179.0,7278.0,345112.0
258568,2021-03-28,Goias,Brazil,2021-04-02 15:13:53,475282.0,11160.0,451592.0
258702,2021-03-28,Maranhao,Brazil,2021-04-02 15:13:53,239953.0,5949.0,219061.0
258708,2021-03-28,Mato Grosso,Brazil,2021-04-02 15:13:53,300441.0,7241.0,277420.0
258709,2021-03-28,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,211282.0,4123.0,192696.0
258721,2021-03-28,Minas Gerais,Brazil,2021-04-02 15:13:53,1100575.0,23687.0,981052.0
258801,2021-03-28,Para,Brazil,2021-04-02 15:13:53,412122.0,10252.0,384112.0
258802,2021-03-28,Paraiba,Brazil,2021-04-02 15:13:53,255502.0,5552.0,182680.0
258803,2021-03-28,Parana,Brazil,2021-04-02 15:13:53,836936.0,16190.0,586488.0
258808,2021-03-28,Pernambuco,Brazil,2021-04-02 15:13:53,344177.0,12006.0,291303.0
258809,2021-03-28,Piaui,Brazil,2021-04-02 15:13:53,201517.0,3996.0,196853.0
258837,2021-03-28,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,191779.0,4413.0,142776.0
258838,2021-03-28,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,830630.0,18823.0,787065.0
258839,2021-03-28,Rio de Janeiro,Brazil,2021-04-02 15:13:53,640467.0,36109.0,595479.0
258842,2021-03-28,Rondonia,Brazil,2021-04-02 15:13:53,183642.0,3990.0,158818.0
258843,2021-03-28,Roraima,Brazil,2021-04-02 15:13:53,89116.0,1320.0,83620.0
258861,2021-03-28,Santa Catarina,Brazil,2021-04-02 15:13:53,795391.0,10482.0,755946.0
258863,2021-03-28,Sao Paulo,Brazil,2021-04-02 15:13:53,2420100.0,71991.0,2077570.0
258869,2021-03-28,Sergipe,Brazil,2021-04-02 15:13:53,171701.0,3432.0,156175.0
258913,2021-03-28,Tocantins,Brazil,2021-04-02 15:13:53,138840.0,1972.0,120435.0
259173,2021-03-29,Acre,Brazil,2021-04-02 15:13:53,68905.0,1240.0,53940.0
259179,2021-03-29,Alagoas,Brazil,2021-04-02 15:13:53,152210.0,3511.0,144429.0
259184,2021-03-29,Amapa,Brazil,2021-04-02 15:13:53,96199.0,1279.0,71718.0
259185,2021-03-29,Amazonas,Brazil,2021-04-02 15:13:53,346320.0,11974.0,294147.0
259220,2021-03-29,Bahia,Brazil,2021-04-02 15:13:53,795505.0,15050.0,765663.0
259263,2021-03-29,Ceara,Brazil,2021-04-02 15:13:53,529670.0,13609.0,374720.0
259300,2021-03-29,Distrito Federal,Brazil,2021-04-02 15:13:53,341758.0,5818.0,318811.0
259309,2021-03-29,Espirito Santo,Brazil,2021-04-02 15:13:53,375889.0,7341.0,345112.0
259333,2021-03-29,Goias,Brazil,2021-04-02 15:13:53,476488.0,11192.0,453509.0
259467,2021-03-29,Maranhao,Brazil,2021-04-02 15:13:53,240146.0,5991.0,219061.0
259473,2021-03-29,Mato Grosso,Brazil,2021-04-02 15:13:53,302632.0,7354.0,277420.0
259474,2021-03-29,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,212419.0,4164.0,193823.0
259486,2021-03-29,Minas Gerais,Brazil,2021-04-02 15:13:53,1103687.0,23788.0,985184.0
259566,2021-03-29,Para,Brazil,2021-04-02 15:13:53,412742.0,10313.0,384112.0
259567,2021-03-29,Paraiba,Brazil,2021-04-02 15:13:53,256470.0,5601.0,182680.0
259568,2021-03-29,Parana,Brazil,2021-04-02 15:13:53,839764.0,16290.0,586881.0
259573,2021-03-29,Pernambuco,Brazil,2021-04-02 15:13:53,344567.0,12044.0,291303.0
259574,2021-03-29,Piaui,Brazil,2021-04-02 15:13:53,202230.0,4028.0,196853.0
259602,2021-03-29,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,193686.0,4427.0,142776.0
259603,2021-03-29,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,832007.0,19020.0,790522.0
259604,2021-03-29,Rio de Janeiro,Brazil,2021-04-02 15:13:53,641254.0,36149.0,596789.0
259607,2021-03-29,Rondonia,Brazil,2021-04-02 15:13:53,184527.0,4046.0,158818.0
259608,2021-03-29,Roraima,Brazil,2021-04-02 15:13:53,89164.0,1320.0,83620.0
259626,2021-03-29,Santa Catarina,Brazil,2021-04-02 15:13:53,798076.0,10594.0,755946.0
259628,2021-03-29,Sao Paulo,Brazil,2021-04-02 15:13:53,2425320.0,72283.0,2077570.0
259634,2021-03-29,Sergipe,Brazil,2021-04-02 15:13:53,172886.0,3456.0,156175.0
259678,2021-03-29,Tocantins,Brazil,2021-04-02 15:13:53,139094.0,1984.0,120610.0
259938,2021-03-30,Acre,Brazil,2021-04-02 15:13:53,69103.0,1253.0,54045.0
259944,2021-03-30,Alagoas,Brazil,2021-04-02 15:13:53,152866.0,3533.0,144928.0
259949,2021-03-30,Amapa,Brazil,2021-04-02 15:13:53,96910.0,1292.0,72132.0
259950,2021-03-30,Amazonas,Brazil,2021-04-02 15:13:53,347810.0,11997.0,294147.0
259985,2021-03-30,Bahia,Brazil,2021-04-02 15:13:53,799429.0,15170.0,769689.0
260028,2021-03-30,Ceara,Brazil,2021-04-02 15:13:53,532534.0,13778.0,377912.0
260065,2021-03-30,Distrito Federal,Brazil,2021-04-02 15:13:53,343111.0,5912.0,319712.0
260074,2021-03-30,Espirito Santo,Brazil,2021-04-02 15:13:53,379367.0,7437.0,348933.0
260098,2021-03-30,Goias,Brazil,2021-04-02 15:13:53,481061.0,11444.0,458130.0
260232,2021-03-30,Maranhao,Brazil,2021-04-02 15:13:53,241577.0,6031.0,219061.0
260238,2021-03-30,Mato Grosso,Brazil,2021-04-02 15:13:53,305597.0,7441.0,282331.0
260239,2021-03-30,Mato Grosso do Sul,Brazil,2021-04-02 15:13:53,213869.0,4220.0,194511.0
260251,2021-03-30,Minas Gerais,Brazil,2021-04-02 15:13:53,1111893.0,23915.0,993217.0
260331,2021-03-30,Para,Brazil,2021-04-02 15:13:53,414986.0,10375.0,384112.0
260332,2021-03-30,Paraiba,Brazil,2021-04-02 15:13:53,257620.0,5671.0,183369.0
260333,2021-03-30,Parana,Brazil,2021-04-02 15:13:53,843046.0,16521.0,589955.0
260338,2021-03-30,Pernambuco,Brazil,2021-04-02 15:13:53,346800.0,12118.0,293723.0
260339,2021-03-30,Piaui,Brazil,2021-04-02 15:13:53,203458.0,4066.0,198057.0
260367,2021-03-30,Rio Grande do Norte,Brazil,2021-04-02 15:13:53,195285.0,4474.0,142776.0
260368,2021-03-30,Rio Grande do Sul,Brazil,2021-04-02 15:13:53,839070.0,19432.0,797587.0
260369,2021-03-30,Rio de Janeiro,Brazil,2021-04-02 15:13:53,644754.0,36432.0,599767.0
260372,2021-03-30,Rondonia,Brazil,2021-04-02 15:13:53,185410.0,4085.0,158818.0
260373,2021-03-30,Roraima,Brazil,2021-04-02 15:13:53,89164.0,1320.0,83620.0
260391,2021-03-30,Santa Catarina,Brazil,2021-04-02 15:13:53,802998.0,10752.0,755946.0
260393,2021-03-30,Sao Paulo,Brazil,2021-04-02 15:13:53,2446680.0,73492.0,2091783.0
260399,2021-03-30,Sergipe,Brazil,2021-04-02 15:13:53,173693.0,3478.0,156175.0
260443,2021-03-30,Tocantins,Brazil,2021-04-02 15:13:53,140018.0,2007.0,120933.0
260703,2021-03-31,Acre,Brazil,2021-04-02 15:13:53,69657.0,1262.0,54045.0
260709,2021-03-31,Alagoas,Brazil,2021-04-02 15:13:53,153490.0,3554.0,144928.0
